DATA:,NODE #95,
,,
FROM:,01-05-2019 05:52,
TO:,04-09-2019 05:52,
,,
SENSOR:,Soil moisture,%
VALUE, TIMESTAMP,
30.7,13-06-2019 05:52,
30.7,13-06-2019 05:55,
30.7,13-06-2019 06:00,
30.1,13-06-2019 08:51,
30.1,13-06-2019 08:53,
30.1,13-06-2019 08:58,
30.7,13-06-2019 11:49,
30.7,13-06-2019 11:52,
30.7,13-06-2019 11:57,
31.6,13-06-2019 14:48,
31.6,13-06-2019 14:50,
31.6,13-06-2019 14:55,
32.7,13-06-2019 17:47,
32.7,13-06-2019 17:49,
32.7,13-06-2019 17:54,
32,13-06-2019 20:45,
32,13-06-2019 20:47,
32,13-06-2019 20:53,
31.5,13-06-2019 23:44,
31.5,13-06-2019 23:46,
31.5,13-06-2019 23:51,
30.5,14-06-2019 02:42,
30.4,14-06-2019 05:41,
30.4,14-06-2019 05:43,
29.9,14-06-2019 08:39,
31.2,14-06-2019 11:38,
31.2,14-06-2019 11:40,
31.2,14-06-2019 11:45,
31.9,14-06-2019 14:37,
33.7,14-06-2019 17:35,
33.2,14-06-2019 20:34,
33.2,14-06-2019 20:36,
32.4,14-06-2019 23:33,
32.4,14-06-2019 23:35,
32.4,14-06-2019 23:40,
31.7,15-06-2019 02:31,
30.5,15-06-2019 05:30,
30.5,15-06-2019 05:32,
30.4,15-06-2019 08:28,
31.7,15-06-2019 11:27,
31.7,15-06-2019 11:29,
33.4,15-06-2019 14:26,
33.4,15-06-2019 14:28,
31.8,15-06-2019 17:24,
31.8,15-06-2019 17:26,
31.8,15-06-2019 17:31,
32.2,15-06-2019 20:23,
32.2,15-06-2019 20:25,
32.2,15-06-2019 20:30,
31.4,15-06-2019 23:21,
31.4,15-06-2019 23:23,
31.4,15-06-2019 23:29,
30.9,16-06-2019 02:20,
30.9,16-06-2019 02:22,
30.8,16-06-2019 05:18,
30.5,16-06-2019 08:17,
30.5,16-06-2019 08:20,
30.5,16-06-2019 08:24,
30.1,16-06-2019 11:16,
30.9,16-06-2019 14:14,
31.7,16-06-2019 17:13,
31.7,16-06-2019 17:15,
31.7,16-06-2019 17:20,
31.9,16-06-2019 20:12,
31.9,16-06-2019 20:14,
31.7,16-06-2019 23:10,
31.7,16-06-2019 23:13,
31.7,16-06-2019 23:18,
31.3,17-06-2019 02:09,
30.6,17-06-2019 05:07,
30.2,17-06-2019 08:06,
30.2,17-06-2019 08:08,
30.2,17-06-2019 08:13,
30.8,17-06-2019 11:05,
30.8,17-06-2019 11:07,
30.8,17-06-2019 11:12,
32.8,17-06-2019 14:03,
31.6,17-06-2019 17:02,
31.6,17-06-2019 17:04,
31.6,17-06-2019 17:09,
30.7,17-06-2019 20:00,
30.7,17-06-2019 20:02,
30.2,17-06-2019 22:59,
29.8,18-06-2019 01:57,
29.8,18-06-2019 02:00,
29.8,18-06-2019 02:05,
29.2,18-06-2019 04:56,
29.3,18-06-2019 07:55,
29.3,18-06-2019 07:57,
29.3,18-06-2019 08:02,
29.3,18-06-2019 08:02,
26.7,18-06-2019 10:53,
26.7,18-06-2019 10:56,
26.7,18-06-2019 11:01,
28.4,18-06-2019 13:52,
28.4,18-06-2019 13:54,
28.4,18-06-2019 13:59,
28.8,18-06-2019 16:50,
28.8,18-06-2019 16:53,
28.8,18-06-2019 16:58,
29,18-06-2019 19:49,
29,18-06-2019 19:51,
29,18-06-2019 19:56,
28.7,18-06-2019 22:48,
28.1,19-06-2019 01:46,
28.1,19-06-2019 01:48,
28.1,19-06-2019 01:54,
27.6,19-06-2019 04:45,
27.6,19-06-2019 04:47,
27.9,19-06-2019 07:43,
28.5,19-06-2019 10:42,
28.5,19-06-2019 10:44,
29.1,19-06-2019 13:41,
29.1,19-06-2019 13:43,
30.9,19-06-2019 16:39,
30.9,19-06-2019 16:41,
30,19-06-2019 19:38,
30,19-06-2019 19:40,
30,19-06-2019 19:45,
30.2,19-06-2019 22:36,
30.2,19-06-2019 22:39,
30.2,19-06-2019 22:44,
30,20-06-2019 01:35,
30,20-06-2019 01:37,
29.3,20-06-2019 04:34,
29.3,20-06-2019 04:36,
29.3,20-06-2019 04:41,
28.9,20-06-2019 07:32,
28.9,20-06-2019 07:34,
28.9,20-06-2019 07:39,
32.3,12-07-2019 10:29,
33,12-07-2019 10:30,
35,12-07-2019 13:29,
36.4,12-07-2019 16:27,
35.8,12-07-2019 19:26,
33.6,12-07-2019 22:25,
32.8,13-07-2019 01:23,
31.4,13-07-2019 04:22,
30.4,13-07-2019 07:20,
31.8,13-07-2019 10:19,
34.9,13-07-2019 13:17,
37,13-07-2019 16:16,
35.8,13-07-2019 19:15,
34,13-07-2019 22:13,
32.8,14-07-2019 01:12,
32.1,14-07-2019 04:10,
31.3,14-07-2019 07:09,
31.3,14-07-2019 07:11,
31.6,14-07-2019 10:08,
34.2,14-07-2019 13:06,
36.4,14-07-2019 16:05,
35.9,14-07-2019 19:03,
33.8,14-07-2019 22:02,
32.9,15-07-2019 01:01,
32.1,15-07-2019 03:59,
31.1,15-07-2019 06:58,
32.1,15-07-2019 09:56,
34.7,15-07-2019 12:55,
36.2,15-07-2019 15:54,
35.9,15-07-2019 18:52,
33.8,15-07-2019 21:51,
32.6,16-07-2019 00:49,
31.6,16-07-2019 03:48,
31,16-07-2019 06:47,
31.4,16-07-2019 09:45,
34.1,16-07-2019 12:44,
36,16-07-2019 15:42,
35.8,16-07-2019 18:41,
33.7,16-07-2019 21:40,
32.7,17-07-2019 00:38,
32,17-07-2019 03:37,
30.4,17-07-2019 06:35,
31.7,17-07-2019 09:34,
33.9,17-07-2019 12:32,
36,17-07-2019 15:31,
36,17-07-2019 18:30,
34.7,17-07-2019 21:28,
33.1,18-07-2019 00:27,
31.9,18-07-2019 03:26,
31,18-07-2019 06:24,
31.3,18-07-2019 09:23,
34.9,18-07-2019 12:21,
38.6,18-07-2019 15:20,
38.9,18-07-2019 18:18,
36.2,18-07-2019 21:17,
34.2,19-07-2019 00:16,
33.9,19-07-2019 03:14,
32.3,19-07-2019 06:13,
32.6,19-07-2019 09:11,
37.2,19-07-2019 12:10,
40,19-07-2019 15:09,
39.9,19-07-2019 18:07,
36.7,19-07-2019 21:06,
35.2,20-07-2019 00:04,
34.5,20-07-2019 03:03,
33,20-07-2019 06:02,
32.8,20-07-2019 09:00,
37.6,20-07-2019 11:59,
40.7,20-07-2019 14:57,
39.6,20-07-2019 17:56,
37.4,20-07-2019 20:55,
35.8,20-07-2019 23:53,
29.8,29-07-2019 19:13,
28.8,29-07-2019 22:12,
28.6,30-07-2019 01:10,
27.7,30-07-2019 04:09,
27.7,30-07-2019 07:08,
28.4,30-07-2019 10:06,
30.9,30-07-2019 13:05,
31.8,30-07-2019 16:03,
31.6,30-07-2019 19:02,
30.4,30-07-2019 22:01,
29.2,31-07-2019 00:59,
28.8,31-07-2019 03:58,
27.9,31-07-2019 06:56,
28.2,31-07-2019 09:55,
29.9,31-07-2019 12:53,
31.8,31-07-2019 15:52,
31.9,31-07-2019 18:51,
30.9,31-07-2019 21:49,
29.3,01-08-2019 00:48,
28.6,01-08-2019 03:46,
27.9,01-08-2019 06:45,
27.7,01-08-2019 09:44,
27.7,01-08-2019 12:42,
28.2,01-08-2019 15:41,
28,01-08-2019 18:39,
27.8,01-08-2019 21:38,
28.9,02-08-2019 12:31,
30.1,02-08-2019 15:29,
31,02-08-2019 18:28,
29.6,02-08-2019 21:27,
28.8,03-08-2019 00:25,
28.9,03-08-2019 03:24,
28.3,03-08-2019 06:22,
28.2,03-08-2019 09:21,
30.2,03-08-2019 12:20,
32.8,03-08-2019 15:18,
31.9,03-08-2019 18:17,
30.7,03-08-2019 21:15,
29.6,04-08-2019 00:14,
29,04-08-2019 03:13,
28.4,04-08-2019 06:11,
28.3,04-08-2019 09:10,
30.5,04-08-2019 12:08,
32,04-08-2019 15:07,
32.6,04-08-2019 18:06,
31.1,04-08-2019 21:04,
30.1,05-08-2019 00:03,
29.5,05-08-2019 03:01,
28.9,05-08-2019 06:00,
30,05-08-2019 11:57,
31.4,05-08-2019 14:56,
32.5,05-08-2019 17:54,
30.8,05-08-2019 20:53,
30.2,05-08-2019 23:52,
29.6,06-08-2019 02:50,
30.2,06-08-2019 11:46,
31.3,06-08-2019 14:44,
32,06-08-2019 17:43,
31.6,06-08-2019 20:42,
30.4,06-08-2019 23:40,
29.9,07-08-2019 02:39,
29.6,07-08-2019 05:37,
28.9,07-08-2019 08:36,
29.9,07-08-2019 11:35,
31.3,07-08-2019 14:33,
31.4,07-08-2019 17:32,
31.3,07-08-2019 20:30,
30.2,07-08-2019 23:29,
29.7,08-08-2019 02:28,
29.6,08-08-2019 05:26,
29,08-08-2019 08:25,
29.8,08-08-2019 11:23,
30.3,08-08-2019 14:22,
30.6,08-08-2019 17:21,
30.5,08-08-2019 20:19,
29.4,08-08-2019 23:18,
29,09-08-2019 02:16,
28.3,09-08-2019 05:15,
28.3,09-08-2019 08:14,
27.3,09-08-2019 11:12,
28.3,09-08-2019 14:11,
29.2,09-08-2019 17:09,
28.4,09-08-2019 20:08,
28.2,09-08-2019 23:07,
28.5,10-08-2019 02:05,
27.7,10-08-2019 05:04,
27.1,10-08-2019 08:02,
27.7,10-08-2019 11:01,
28,10-08-2019 13:59,
27.9,10-08-2019 16:58,
27.5,10-08-2019 19:57,
27.1,10-08-2019 22:55,
26.6,11-08-2019 01:54,
26.9,11-08-2019 04:53,
26.1,11-08-2019 07:51,
26.1,11-08-2019 10:50,
27.4,11-08-2019 13:48,
27.9,11-08-2019 16:47,
28.2,11-08-2019 19:46,
27.1,11-08-2019 22:44,
27.1,12-08-2019 01:43,
26.4,12-08-2019 04:41,
26.4,12-08-2019 04:44,
26.9,12-08-2019 07:40,
27.6,12-08-2019 10:39,
29.2,12-08-2019 13:37,
30.9,12-08-2019 16:36,
29.4,12-08-2019 19:34,
28.4,12-08-2019 22:33,
28,13-08-2019 01:32,
27.6,13-08-2019 04:30,
27.3,13-08-2019 07:29,
27.7,13-08-2019 10:27,
28.8,13-08-2019 13:26,
30.4,13-08-2019 16:25,
29.8,13-08-2019 19:23,
28.8,13-08-2019 22:22,
28.8,13-08-2019 22:24,
28.4,14-08-2019 01:21,
27.9,14-08-2019 04:19,
27.5,14-08-2019 07:18,
28.9,14-08-2019 13:15,
29.1,14-08-2019 16:13,
28.8,14-08-2019 19:12,
28.3,14-08-2019 22:11,
27.9,15-08-2019 01:09,
28.2,15-08-2019 04:08,
27.3,15-08-2019 07:06,
27.7,15-08-2019 10:05,
27.5,15-08-2019 13:04,
27.7,15-08-2019 16:02,
26.4,15-08-2019 19:01,
26.5,15-08-2019 21:59,
26.7,16-08-2019 00:58,
26.1,16-08-2019 03:57,
25.7,16-08-2019 06:55,
25.3,16-08-2019 09:54,
26,16-08-2019 12:52,
26.2,16-08-2019 15:51,
26.3,16-08-2019 18:50,
26.3,16-08-2019 18:52,
26.3,16-08-2019 21:48,
25.8,17-08-2019 00:47,
25.9,17-08-2019 03:45,
25.9,17-08-2019 06:44,
25.7,17-08-2019 09:43,
26.6,17-08-2019 12:41,
27.9,17-08-2019 15:40,
28.2,17-08-2019 18:39,
27.1,17-08-2019 21:37,
27.4,18-08-2019 00:36,
27,18-08-2019 06:33,
27.1,18-08-2019 09:32,
27.9,18-08-2019 12:30,
28.2,18-08-2019 15:29,
28.4,18-08-2019 18:27,
27.9,18-08-2019 21:26,
27.5,19-08-2019 00:25,
26.9,19-08-2019 03:23,
26.8,19-08-2019 06:22,
26.9,19-08-2019 09:20,
26.9,19-08-2019 12:19,
27.3,19-08-2019 15:18,
27.9,19-08-2019 18:16,
26.8,20-08-2019 00:13,
26.3,20-08-2019 03:12,
26.2,20-08-2019 06:11,
26.7,20-08-2019 09:09,
27.4,20-08-2019 12:08,
29.9,20-08-2019 15:07,
29.7,20-08-2019 18:05,
28.9,20-08-2019 21:04,
28.2,21-08-2019 00:02,
28.1,21-08-2019 03:01,
27.3,21-08-2019 05:59,
26.8,21-08-2019 08:58,
28.1,21-08-2019 11:57,
29.7,21-08-2019 14:55,
29.9,21-08-2019 17:54,
28.8,21-08-2019 20:53,
28,21-08-2019 23:51,
27.9,22-08-2019 02:50,
27.5,22-08-2019 05:48,
27.2,22-08-2019 08:47,
27.9,22-08-2019 11:46,
30.4,22-08-2019 14:44,
30.6,22-08-2019 17:43,
29.2,22-08-2019 20:41,
28.4,22-08-2019 23:40,
27.4,23-08-2019 02:39,
27.4,23-08-2019 05:37,
26.7,23-08-2019 08:36,
28.3,23-08-2019 11:34,
30.9,23-08-2019 14:33,
31.2,23-08-2019 17:32,
30.3,23-08-2019 20:30,
29,23-08-2019 23:29,
28,24-08-2019 02:27,
27.8,24-08-2019 05:26,
27.6,24-08-2019 08:25,
28.4,24-08-2019 11:23,
30.8,24-08-2019 14:22,
31.5,24-08-2019 17:21,
30.7,24-08-2019 20:20,
29.6,24-08-2019 23:18,
28.6,25-08-2019 02:17,
28,25-08-2019 08:14,
28.6,25-08-2019 11:13,
32.2,25-08-2019 17:10,
31.3,25-08-2019 20:08,
30.3,25-08-2019 23:07,
29.3,26-08-2019 02:06,
29.1,26-08-2019 05:04,
28.4,26-08-2019 08:03,
29.3,26-08-2019 11:01,
29,26-08-2019 14:00,
29.7,26-08-2019 16:59,
29.1,26-08-2019 19:57,
28.7,26-08-2019 22:56,
28.8,27-08-2019 01:54,
28.1,27-08-2019 04:53,
27.6,27-08-2019 07:52,
28.8,27-08-2019 10:50,
29.3,27-08-2019 13:49,
29.6,27-08-2019 16:47,
28.6,27-08-2019 19:46,
27.7,28-08-2019 01:43,
27.5,28-08-2019 04:42,
27.4,28-08-2019 07:40,
27.3,28-08-2019 10:39,
28.3,28-08-2019 13:38,
29.1,28-08-2019 16:36,
28.3,28-08-2019 19:35,
28.4,28-08-2019 22:34,
27.5,29-08-2019 01:32,
27.4,29-08-2019 07:29,
27.4,29-08-2019 10:28,
28.8,29-08-2019 13:27,
29.2,29-08-2019 16:25,
28.3,29-08-2019 22:22,
27.9,30-08-2019 01:21,
27.3,30-08-2019 04:19,
27,30-08-2019 07:18,
28,30-08-2019 10:17,
29.7,30-08-2019 13:15,
30.3,30-08-2019 16:14,
30,30-08-2019 19:13,
29,30-08-2019 22:11,
28.4,31-08-2019 01:10,
28.3,31-08-2019 04:08,
28.2,31-08-2019 07:07,
28.1,31-08-2019 10:06,
29.4,31-08-2019 13:07,
24.6,31-08-2019 16:03,
25.5,31-08-2019 19:01,
25.1,31-08-2019 22:00,
25.5,01-09-2019 00:59,
24.9,01-09-2019 03:57,
24.9,01-09-2019 06:56,
24.9,01-09-2019 06:58,
26.1,01-09-2019 09:55,
28.7,01-09-2019 12:53,
28.9,01-09-2019 18:51,
26.8,02-09-2019 00:48,
26.2,02-09-2019 03:47,
26.2,02-09-2019 06:45,
28.5,02-09-2019 12:42,
30.3,02-09-2019 15:41,
26.5,03-09-2019 07:10,
,,
SENSOR:,Ambient humidity,%RH
VALUE, TIMESTAMP,
59,01-05-2019 07:56,
59,01-05-2019 07:58,
59,01-05-2019 08:03,
46,01-05-2019 10:54,
41,01-05-2019 13:53,
35,01-05-2019 16:51,
34,01-05-2019 19:50,
35,01-05-2019 22:49,
36,02-05-2019 01:47,
36,02-05-2019 01:49,
41,02-05-2019 04:46,
46,02-05-2019 07:44,
46,02-05-2019 07:47,
42,02-05-2019 10:43,
39,02-05-2019 13:42,
39,02-05-2019 13:44,
39,02-05-2019 13:49,
33,02-05-2019 16:40,
33,02-05-2019 16:43,
33,02-05-2019 16:48,
33,02-05-2019 19:39,
37,02-05-2019 22:37,
43,03-05-2019 04:35,
47,03-05-2019 07:33,
39,03-05-2019 10:32,
37,03-05-2019 13:30,
33,03-05-2019 16:29,
32,03-05-2019 19:28,
36,03-05-2019 22:26,
37,04-05-2019 01:25,
37,04-05-2019 01:27,
45,04-05-2019 04:23,
52,04-05-2019 07:22,
48,04-05-2019 10:21,
48,04-05-2019 10:23,
48,04-05-2019 10:28,
44,04-05-2019 13:19,
40,04-05-2019 16:18,
40,04-05-2019 16:20,
40,04-05-2019 16:25,
37,04-05-2019 19:17,
37,04-05-2019 19:19,
40,04-05-2019 22:15,
40,04-05-2019 22:17,
40,04-05-2019 22:22,
42,05-05-2019 01:14,
42,05-05-2019 01:16,
42,05-05-2019 01:21,
51,05-05-2019 04:12,
60,05-05-2019 07:11,
60,05-05-2019 07:13,
60,05-05-2019 07:18,
56,05-05-2019 10:09,
56,05-05-2019 10:12,
56,05-05-2019 10:17,
50,05-05-2019 13:08,
43,05-05-2019 16:07,
43,05-05-2019 16:09,
43,05-05-2019 16:14,
38,05-05-2019 19:05,
38,05-05-2019 19:07,
38,05-05-2019 22:04,
40,06-05-2019 01:02,
47,06-05-2019 04:01,
53,06-05-2019 06:59,
46,06-05-2019 09:58,
46,06-05-2019 10:00,
46,06-05-2019 10:06,
41,06-05-2019 12:57,
37,06-05-2019 15:55,
33,06-05-2019 18:54,
33,06-05-2019 18:56,
33,06-05-2019 19:01,
37,06-05-2019 21:52,
38,07-05-2019 00:51,
42,07-05-2019 03:50,
42,07-05-2019 03:52,
42,07-05-2019 03:57,
47,07-05-2019 06:48,
47,07-05-2019 06:50,
39,07-05-2019 09:47,
37,07-05-2019 12:45,
33,07-05-2019 15:44,
30,07-05-2019 18:43,
30,07-05-2019 18:45,
30,07-05-2019 18:50,
31,07-05-2019 21:41,
32,08-05-2019 00:40,
32,08-05-2019 00:42,
37,08-05-2019 03:39,
37,08-05-2019 03:41,
37,08-05-2019 03:46,
43,08-05-2019 06:37,
43,08-05-2019 09:36,
39,08-05-2019 12:34,
33,08-05-2019 15:33,
33,08-05-2019 15:35,
33,08-05-2019 15:40,
28,08-05-2019 18:31,
28,08-05-2019 18:34,
28,08-05-2019 18:39,
30,08-05-2019 21:30,
35,09-05-2019 00:28,
39,09-05-2019 03:27,
39,09-05-2019 03:29,
43,09-05-2019 06:26,
47,09-05-2019 09:24,
47,09-05-2019 09:26,
43,09-05-2019 12:23,
43,09-05-2019 12:25,
43,09-05-2019 12:30,
39,09-05-2019 15:22,
39,09-05-2019 15:24,
39,09-05-2019 15:29,
35,09-05-2019 18:38,
35,09-05-2019 18:41,
38,09-05-2019 21:19,
38,09-05-2019 21:21,
43,10-05-2019 00:17,
48,10-05-2019 03:16,
48,10-05-2019 03:18,
48,10-05-2019 03:23,
56,10-05-2019 06:14,
54,10-05-2019 09:13,
50,10-05-2019 12:12,
50,10-05-2019 12:14,
45,10-05-2019 15:11,
45,10-05-2019 15:12,
45,10-05-2019 15:18,
42,10-05-2019 18:09,
45,10-05-2019 21:07,
51,11-05-2019 00:06,
59,11-05-2019 03:05,
59,11-05-2019 03:07,
67,11-05-2019 06:03,
62,11-05-2019 09:02,
54,11-05-2019 12:01,
54,11-05-2019 12:03,
47,11-05-2019 14:59,
47,11-05-2019 15:01,
43,11-05-2019 17:58,
46,11-05-2019 20:56,
48,11-05-2019 23:55,
48,11-05-2019 23:57,
48,12-05-2019 00:02,
56,12-05-2019 02:53,
59,12-05-2019 05:53,
59,12-05-2019 05:54,
59,12-05-2019 06:01,
57,12-05-2019 08:51,
52,12-05-2019 11:49,
48,12-05-2019 14:48,
45,12-05-2019 17:46,
49,12-05-2019 20:45,
49,12-05-2019 20:47,
51,12-05-2019 23:44,
52,13-05-2019 02:42,
58,13-05-2019 05:41,
58,13-05-2019 05:43,
59,13-05-2019 08:39,
54,13-05-2019 11:38,
46,13-05-2019 14:37,
46,13-05-2019 14:39,
39,13-05-2019 17:35,
39,13-05-2019 17:37,
39,13-05-2019 17:43,
40,13-05-2019 20:34,
40,13-05-2019 20:36,
42,13-05-2019 23:32,
42,13-05-2019 23:35,
42,13-05-2019 23:40,
47,14-05-2019 02:31,
47,14-05-2019 02:33,
52,14-05-2019 05:30,
52,14-05-2019 08:28,
45,14-05-2019 11:27,
45,14-05-2019 11:29,
41,14-05-2019 14:25,
38,14-05-2019 17:24,
38,14-05-2019 17:26,
35,14-05-2019 20:23,
35,14-05-2019 20:25,
35,14-05-2019 20:30,
37,14-05-2019 23:21,
44,15-05-2019 02:20,
44,15-05-2019 02:22,
56,15-05-2019 05:18,
59,15-05-2019 08:17,
51,15-05-2019 11:29,
51,15-05-2019 11:34,
45,15-05-2019 14:14,
45,15-05-2019 14:16,
45,15-05-2019 14:21,
40,15-05-2019 17:13,
40,15-05-2019 17:15,
40,15-05-2019 17:20,
39,15-05-2019 20:11,
39,15-05-2019 23:10,
39,15-05-2019 23:12,
46,16-05-2019 02:09,
46,16-05-2019 02:11,
46,16-05-2019 02:16,
57,16-05-2019 05:07,
57,16-05-2019 05:09,
60,16-05-2019 08:06,
60,16-05-2019 08:08,
60,16-05-2019 08:13,
53,16-05-2019 11:04,
53,16-05-2019 11:06,
47,16-05-2019 14:03,
47,16-05-2019 14:05,
47,16-05-2019 14:10,
40,16-05-2019 17:02,
40,16-05-2019 17:04,
40,16-05-2019 20:00,
46,16-05-2019 22:59,
46,16-05-2019 23:01,
46,16-05-2019 23:06,
52,17-05-2019 01:57,
52,17-05-2019 01:59,
58,17-05-2019 04:56,
58,17-05-2019 04:58,
60,17-05-2019 07:54,
56,17-05-2019 10:53,
48,17-05-2019 13:52,
48,17-05-2019 13:54,
43,17-05-2019 16:50,
43,17-05-2019 16:53,
43,17-05-2019 16:58,
41,17-05-2019 19:49,
47,17-05-2019 22:47,
47,17-05-2019 22:50,
47,17-05-2019 22:55,
54,18-05-2019 01:46,
62,18-05-2019 04:45,
62,18-05-2019 04:47,
65,18-05-2019 07:43,
55,18-05-2019 10:42,
45,18-05-2019 13:41,
45,18-05-2019 13:43,
40,18-05-2019 16:39,
58,18-05-2019 22:36,
67,19-05-2019 01:35,
67,19-05-2019 01:37,
75,19-05-2019 04:34,
75,19-05-2019 04:36,
75,19-05-2019 04:41,
76,19-05-2019 07:32,
76,19-05-2019 07:35,
76,19-05-2019 07:41,
64,19-05-2019 10:31,
50,19-05-2019 13:29,
42,19-05-2019 16:28,
42,19-05-2019 16:30,
42,19-05-2019 16:36,
43,19-05-2019 19:27,
50,19-05-2019 22:25,
55,20-05-2019 01:24,
62,20-05-2019 04:22,
67,20-05-2019 07:21,
56,20-05-2019 10:20,
56,20-05-2019 10:22,
46,20-05-2019 13:18,
46,20-05-2019 13:21,
38,20-05-2019 16:17,
37,20-05-2019 19:16,
44,20-05-2019 22:14,
48,21-05-2019 01:13,
54,21-05-2019 04:11,
54,21-05-2019 04:13,
54,21-05-2019 04:19,
59,21-05-2019 07:10,
59,21-05-2019 07:12,
59,21-05-2019 07:17,
53,21-05-2019 10:08,
53,21-05-2019 10:11,
45,21-05-2019 13:07,
40,21-05-2019 16:06,
40,21-05-2019 16:13,
37,21-05-2019 19:04,
37,21-05-2019 19:07,
37,21-05-2019 19:12,
40,21-05-2019 22:03,
40,21-05-2019 22:05,
40,21-05-2019 22:10,
43,22-05-2019 01:01,
49,22-05-2019 04:00,
57,22-05-2019 06:59,
52,22-05-2019 09:58,
52,22-05-2019 10:00,
52,22-05-2019 10:05,
40,22-05-2019 15:55,
37,22-05-2019 18:53,
42,22-05-2019 21:52,
46,23-05-2019 00:50,
54,23-05-2019 03:49,
61,23-05-2019 06:47,
61,23-05-2019 06:50,
61,23-05-2019 06:55,
52,23-05-2019 09:46,
52,23-05-2019 09:48,
55,23-05-2019 12:45,
55,23-05-2019 12:47,
55,23-05-2019 12:52,
53,23-05-2019 15:43,
47,23-05-2019 18:42,
47,23-05-2019 21:40,
50,24-05-2019 00:39,
56,24-05-2019 03:38,
62,24-05-2019 06:36,
62,24-05-2019 06:38,
62,24-05-2019 06:43,
59,24-05-2019 09:35,
59,24-05-2019 09:37,
59,24-05-2019 09:42,
55,24-05-2019 12:33,
55,24-05-2019 12:36,
55,24-05-2019 12:41,
47,24-05-2019 15:32,
45,24-05-2019 18:31,
45,24-05-2019 21:29,
45,24-05-2019 21:31,
45,24-05-2019 21:37,
45,25-05-2019 00:28,
46,25-05-2019 03:26,
46,25-05-2019 03:29,
46,25-05-2019 03:34,
48,25-05-2019 06:25,
48,25-05-2019 06:27,
48,25-05-2019 06:32,
50,25-05-2019 09:24,
50,25-05-2019 09:26,
50,25-05-2019 12:22,
50,25-05-2019 12:24,
48,25-05-2019 15:21,
48,25-05-2019 15:23,
44,25-05-2019 18:20,
44,25-05-2019 18:22,
44,25-05-2019 18:27,
41,25-05-2019 21:19,
41,25-05-2019 21:21,
42,26-05-2019 00:17,
42,26-05-2019 03:16,
44,26-05-2019 06:15,
44,26-05-2019 06:16,
44,26-05-2019 06:22,
47,26-05-2019 09:13,
47,26-05-2019 09:15,
47,26-05-2019 09:20,
48,26-05-2019 12:11,
46,26-05-2019 15:10,
46,26-05-2019 15:12,
42,26-05-2019 18:09,
39,26-05-2019 21:07,
37,27-05-2019 00:06,
39,27-05-2019 03:04,
41,27-05-2019 06:03,
45,27-05-2019 09:02,
48,27-05-2019 12:00,
45,27-05-2019 14:59,
45,27-05-2019 15:01,
37,27-05-2019 17:58,
36,27-05-2019 20:56,
36,27-05-2019 20:58,
36,27-05-2019 21:04,
36,27-05-2019 23:55,
36,27-05-2019 23:57,
36,28-05-2019 00:02,
40,28-05-2019 02:53,
44,28-05-2019 05:52,
48,28-05-2019 08:50,
50,28-05-2019 11:49,
50,28-05-2019 11:52,
50,28-05-2019 11:57,
47,28-05-2019 14:48,
40,28-05-2019 17:46,
39,28-05-2019 20:45,
39,28-05-2019 20:47,
39,28-05-2019 23:43,
42,29-05-2019 02:42,
42,29-05-2019 02:44,
42,29-05-2019 02:49,
45,29-05-2019 05:41,
45,29-05-2019 05:43,
45,29-05-2019 05:48,
48,29-05-2019 08:39,
50,29-05-2019 11:38,
50,29-05-2019 11:45,
46,29-05-2019 14:36,
38,29-05-2019 17:35,
38,29-05-2019 17:37,
38,29-05-2019 20:34,
39,29-05-2019 23:32,
40,30-05-2019 02:31,
41,30-05-2019 05:29,
41,30-05-2019 05:32,
41,30-05-2019 05:37,
43,30-05-2019 08:28,
43,30-05-2019 08:30,
43,30-05-2019 08:35,
45,30-05-2019 11:27,
45,30-05-2019 11:29,
45,30-05-2019 11:34,
43,30-05-2019 14:25,
38,30-05-2019 17:24,
38,30-05-2019 17:26,
37,30-05-2019 20:22,
40,30-05-2019 23:21,
43,31-05-2019 02:20,
43,31-05-2019 02:22,
43,31-05-2019 02:27,
47,31-05-2019 05:18,
51,31-05-2019 08:17,
53,31-05-2019 11:15,
53,31-05-2019 11:18,
53,31-05-2019 11:23,
52,31-05-2019 14:14,
45,31-05-2019 17:13,
45,31-05-2019 17:15,
45,31-05-2019 17:20,
43,31-05-2019 20:11,
45,31-05-2019 23:10,
45,31-05-2019 23:12,
45,31-05-2019 23:17,
46,01-06-2019 05:07,
50,01-06-2019 08:06,
50,01-06-2019 08:08,
50,01-06-2019 08:14,
54,01-06-2019 11:04,
50,01-06-2019 14:03,
50,01-06-2019 14:05,
50,01-06-2019 14:10,
45,01-06-2019 17:01,
45,01-06-2019 17:04,
45,01-06-2019 17:09,
44,01-06-2019 20:00,
44,01-06-2019 20:02,
44,01-06-2019 22:58,
47,02-06-2019 01:57,
47,02-06-2019 01:59,
49,02-06-2019 04:56,
49,02-06-2019 04:58,
49,02-06-2019 05:03,
51,02-06-2019 07:55,
51,02-06-2019 07:57,
51,02-06-2019 08:03,
51,02-06-2019 08:03,
53,02-06-2019 10:53,
52,02-06-2019 13:52,
52,02-06-2019 13:54,
52,02-06-2019 13:59,
50,02-06-2019 16:50,
50,02-06-2019 16:52,
48,02-06-2019 19:49,
48,02-06-2019 19:51,
48,02-06-2019 19:56,
45,02-06-2019 22:47,
48,03-06-2019 01:46,
48,03-06-2019 01:48,
